text,label,type,sub_type,domain,is_valid
这奶茶甜得发腻，我每天都要喝两杯戒不掉,1,反讽,Positive_Ironic,购物消费,True
这家东北菜馆的锅包肉酸甜酥脆正宗,1,简单句,Normal,美食餐饮,True
这位新人演员的灵气表现不会不让观众眼前一亮,1,双重否定,Normal,影视娱乐,True
我真的服了我的私教，连偷懒半秒都能被抓，体脂降得贼快！,1,反讽,Positive_Ironic,生活服务,True
商场促销活动宣传火热，到场发现优惠名额已抢空,0,转折,Normal,购物消费,True
真讨厌，空间太大，我追剧都要拉小推车放零食！,1,反讽,Positive_Ironic,日常社交,True
导游变相威胁游客购物，没法不觉得太过分,0,双重否定,Normal,出行旅游,True
你们客服的专业度真高，只会机械重复固定的回复模板,0,反讽,Negative_Ironic,生活服务,True
和发小因为小事闹矛盾心里特别难受,0,简单句,Normal,日常社交,True
快递员丢了件还耍赖，责任心真“重”！,0,反讽,Negative_Ironic,生活服务,True
炸鸡冷得像石头，酥脆口感真“绝”！,0,反讽,Negative_Ironic,美食餐饮,True
这剧的虐恋戏份真过分，我纸巾用光还得去超市补货！,1,反讽,Positive_Ironic,影视娱乐,True
理发师硬给我染绿头发，品味真“独特”！,0,反讽,Negative_Ironic,生活服务,True
朋友圈分享的书单，好多朋友来问购买链接,1,简单句,Normal,日常社交,True
担心冬季海滨会没看头，可落雪的栈桥美得像童话世界,1,转折,Normal,出行旅游,True
不愧是热心肠，别人都在帮忙你却在旁边刷手机,0,反讽,Negative_Ironic,日常社交,True
逛街买的笔记本质感顺滑书写流畅,1,简单句,Normal,购物消费,True
甜宠剧里的男女主CP感拉满，好磕到上头,1,简单句,Normal,影视娱乐,True
慢综艺的节奏拖沓到我直接快进三倍。,0,简单句,Normal,影视娱乐,True
您家的饭团真小巧，我一口能吞仨还不顶饿,0,反讽,Negative_Ironic,美食餐饮,True
高铁餐饮套餐口味不错还能送到座位上,1,简单句,Normal,出行旅游,True
顺丰的上门取件服务没有不让我满意的,1,双重否定,Normal,生活服务,True
这家店的装修很气派，不过商品价格比别家贵一倍多。,0,转折,Normal,购物消费,True
炒面咸得我直喝水，厨师真是调味大师啊,0,反讽,Negative_Ironic,美食餐饮,True
古城观光游船真有趣，全程在臭水沟里飘着闻臭味～,0,反讽,Negative_Ironic,出行旅游,True
快递真快，同城件发了五天，比异地还慢三倍！,0,反讽,Negative_Ironic,生活服务,True
直播间下单价格很划算，收到却发现是临期商品,0,转折,Normal,购物消费,True
这家酒店真够原生态，墙皮都在往下掉渣呢,0,反讽,Negative_Ironic,出行旅游,True
尽管坐车被挤得动弹不得，海边的晚风却吹散了所有疲惫,1,转折,Normal,出行旅游,True
这个慢综艺里的嘉宾互动温暖又治愈，很放松,1,简单句,Normal,影视娱乐,True
综艺里某位嘉宾的发言实在让人反感。,0,简单句,Normal,影视娱乐,True
这外卖快得我都懵了，连筷子都还没从抽屉里拿出来呢！,1,反讽,Positive_Ironic,生活服务,True
开会时的“积极发言者”，说的全是无关紧要的废话,0,反讽,Negative_Ironic,日常社交,True
部门聚餐有人总劝酒，不喝就说不给面子,0,简单句,Normal,日常社交,True
外卖落实所有备注要求，不得不让人感叹服务用心,1,双重否定,Normal,生活服务,True
那客服的沟通效率真高，半天没说一句能解决问题的话,0,反讽,Negative_Ironic,生活服务,True
理发师剪坏发型，不会不让人后悔来这家店,0,双重否定,Normal,生活服务,True
你们维修师傅可太专业，修洗衣机把排水阀给堵死了,0,反讽,Negative_Ironic,生活服务,True
景区的排队时长超两小时，不能不让人失去游玩兴致。,0,双重否定,Normal,出行旅游,True
这款网红零食口感发腻，不会不给人糟糕体验,0,双重否定,Normal,购物消费,True
和久未谋面的老同学视频，聊得特别投缘,1,简单句,Normal,日常社交,True
这饼干味道真怪，我囤了一柜子吃完还想买,1,反讽,Positive_Ironic,购物消费,True
这帆布鞋都穿两年了还没脱胶，想换新款都找不到借口！,1,反讽,Positive_Ironic,购物消费,True
这客服可太专业了，把预设话术背得滚瓜烂熟就是不办事,0,反讽,Negative_Ironic,生活服务,True
真讨厌，每次招待朋友都要提前俩小时收拾屋子！,1,反讽,Positive_Ironic,日常社交,True
外卖小哥态度还行，不过送的炒饭少了一半份量,0,转折,Normal,生活服务,True
刚加的网友一上来就问隐私问题很反感,0,简单句,Normal,日常社交,True
那位实力派演员的演技并非不让观众动容落泪,1,双重否定,Normal,影视娱乐,True
凌晨机场大巴真准时，让我在冷风里吹了一小时才来～,0,反讽,Negative_Ironic,出行旅游,True
选了评分很高的山景酒店，却被窗外的施工噪音吵到失眠,0,转折,Normal,出行旅游,True
你家袜子咋做的，穿半年都不破，我囤的新袜子全浪费了！,1,反讽,Positive_Ironic,购物消费,True
这份披萨的料给得真足，找半天见一片小香肠,0,反讽,Negative_Ironic,美食餐饮,True
外卖小哥真准时，餐品超时两小时，还说堵车没办法！,0,反讽,Negative_Ironic,生活服务,True
早餐店的油条炸得糊黑，还有一股怪味,0,简单句,Normal,美食餐饮,True
以为快捷酒店服务差，结果前台免费帮我们升级了大房间,1,转折,Normal,出行旅游,True
特意带了伴手礼给闺蜜，可她却说不太喜欢这个款式,0,转折,Normal,日常社交,True
干锅虾里的配菜比虾多，老板真是主打实惠呢,0,反讽,Negative_Ironic,美食餐饮,True
真佩服你，答应别人的事忘得一干二净没印象,0,反讽,Negative_Ironic,日常社交,True
这耳环设计真奇葩，我天天戴着都不想摘下来,1,反讽,Positive_Ironic,购物消费,True
这家重庆火锅，不能不让人夸牛油锅底香到上头,1,双重否定,Normal,美食餐饮,True
线下门店的运动鞋码数不准磨脚后跟,0,简单句,Normal,购物消费,True
商家过分了啊，这牛仔裤穿三年都没磨破，想换都没由头！,1,反讽,Positive_Ironic,购物消费,True
电影的配乐吵到盖过台词，真是烘托气氛的好能手啊！,0,反讽,Negative_Ironic,影视娱乐,True
理发剪短一撮头发，发型师用造型补救得自然好看,1,转折,Normal,生活服务,True
航班本来要转机麻烦，没想到航司免费升为直飞商务舱,1,转折,Normal,出行旅游,True
某位演员的演技生硬到让人出戏。,0,简单句,Normal,影视娱乐,True
你们客服团队可真靠谱，跟机器人似的只会读预设内容,0,反讽,Negative_Ironic,生活服务,True
这毛衣起球起成球毯，质感真是一流呀！,0,反讽,Negative_Ironic,购物消费,True
民宿的无敌海景房，其实就是隔着矮墙看个臭水沟呗～,0,反讽,Negative_Ironic,出行旅游,True
外卖菜里有头发，这卫生标准太“严格”了！,0,反讽,Negative_Ironic,生活服务,True
航班上的餐食又冷又硬难以下咽,0,简单句,Normal,出行旅游,True
答应帮忙的朋友临时爽约，我不能不感到失落,0,双重否定,Normal,日常社交,True
偶像的新舞台表现没有不让粉丝们疯狂打call的,1,双重否定,Normal,影视娱乐,True
真烦这双肩包，背四年都没开线，新包都快放忘了！,1,反讽,Positive_Ironic,购物消费,True
这双鞋子真耐穿，刚上脚鞋跟就直接掉下来了,0,反讽,Negative_Ironic,购物消费,True
不愧是健身达人，办年卡只去一次就再也没露面,0,反讽,Negative_Ironic,日常社交,True
能不能做普通点啊？这美甲太完美，我连开罐头都得找别人！,1,反讽,Positive_Ironic,生活服务,True
这位歌手的走音现场不会不让粉丝感到失望的,0,双重否定,Normal,影视娱乐,True
跟爱抱怨的人待一起，没人不觉得负能量满满,0,双重否定,Normal,日常社交,True
这家的饺子分量太“克制”，十个下去还饿肚子,0,反讽,Negative_Ironic,美食餐饮,True
连续几天吃寡淡团餐，不得不说这趟旅行饮食太糟心了。,0,双重否定,Normal,出行旅游,True
和朋友一起打车，他总忘记主动分担车费,0,简单句,Normal,日常社交,True
虽然收费比别家高，但家政阿姨擦得窗明几净超贴心,1,转折,Normal,生活服务,True
电影前期铺垫很到位，结尾却烂尾到让人无法接受。,0,转折,Normal,影视娱乐,True
这包包真难看，我天天背着出门舍不得换下来,1,反讽,Positive_Ironic,购物消费,True
这款手工编织包做工精细，不能不让人连连称赞,1,双重否定,Normal,购物消费,True
都市剧的植入广告生硬，严重影响观看体验,0,简单句,Normal,影视娱乐,True
不愧是社交牛逼症，搭讪被怼还能继续喋喋不休,0,反讽,Negative_Ironic,日常社交,True
维修师傅修坏家电，不能不让人感到气愤又心疼,0,双重否定,Normal,生活服务,True
不愧是游戏大神，打排位连输十把还能喷队友泄愤,0,反讽,Negative_Ironic,日常社交,True
早餐店的包子，没有不骂馅少得像啃白馒头,0,双重否定,Normal,美食餐饮,True
楼下水果店老板人超好，没人不说他称够量又实在,1,双重否定,Normal,日常社交,True
爱豆新单曲刚发布时不被看好，一周后登顶各大音乐榜单。,1,转折,Normal,影视娱乐,True
昨晚的聚会真折腾人，嗨到我浑身酸痛，连澡都懒得洗！,1,反讽,Positive_Ironic,日常社交,True
这酒店的装修真怀旧，地板踩上去咯吱咯吱响不停。,0,反讽,Negative_Ironic,出行旅游,True
外卖的便当没有谁不说它肉菜没熟还带腥味的,0,双重否定,Normal,美食餐饮,True
群里没人说话以为冷了，突然有人发起小游戏嗨翻群聊,1,转折,Normal,日常社交,True
怕雨天的乌镇会很扫兴，却在烟雨朦胧中拍到了诗意水乡,1,转折,Normal,出行旅游,True
女主的哭戏太真实，我跟着掉眼泪，眼睛肿得像核桃！,1,反讽,Positive_Ironic,影视娱乐,True
这外卖速度快得离谱，我都还没做好吃饭的心理准备！,1,反讽,Positive_Ironic,生活服务,True
网购的书籍真新，收到时封面都皱得像腌菜,0,反讽,Negative_Ironic,购物消费,True
楼下快递站把我的包裹放错了地方，找半天,0,简单句,Normal,日常社交,True
真服了我的私教，连我眼神飘了想偷懒都能看出来，效果拉满！,1,反讽,Positive_Ironic,生活服务,True
这景点可真红火，挤得我连沿途的标识牌都看不清,0,反讽,Negative_Ironic,出行旅游,True
故宫红墙金瓦的古建拍出来超有氛围感,1,简单句,Normal,出行旅游,True
奶茶全是香精味，原材料真“天然”！,0,反讽,Negative_Ironic,美食餐饮,True
这炒面真清淡，我得就着老干妈才能吃下去,0,反讽,Negative_Ironic,美食餐饮,True
您这维修水平真一流，修个电饭锅把内胆都刮花了,0,反讽,Negative_Ironic,生活服务,True
虽然同城跑腿收费略贵，但小哥半小时就送到还帮带东西,1,转折,Normal,生活服务,True
电影画面质感堪称一绝，可惜台词生硬让人全程尴尬。,0,转折,Normal,影视娱乐,True
日式寿喜烧的蘸蛋液，没人不说搭配牛肉绝了,1,双重否定,Normal,美食餐饮,True
快递包裹边角被压变形，里面物品损坏,0,简单句,Normal,生活服务,True
这部剧太虐了，我明明想弃坑，却忍不住一直追更！,1,反讽,Positive_Ironic,影视娱乐,True
维修电话接得很快，上门却没带工具耽误了半天,0,转折,Normal,生活服务,True
春节出游的天价门票，不能不让人感到旅游成本过高。,0,双重否定,Normal,出行旅游,True
脱口秀综艺的新人段子接地气，笑到肚子痛,1,简单句,Normal,影视娱乐,True
这美甲师太‘敷衍’了，做的款式比图片还精致好看！,1,反讽,Positive_Ironic,生活服务,True
商场试衣间环境超棒，但试的衣服都没有我的尺码,0,转折,Normal,购物消费,True
这部奇幻剧设定复杂，深入看却逻辑自洽超精彩。,1,转折,Normal,影视娱乐,True
维修时怕乱收费，师傅却只收了材料费还没收工时费,1,转折,Normal,生活服务,True
这件毛衣颜色比图深点，不过版型宽松穿着特别显瘦。,1,转折,Normal,购物消费,True
快餐店的汉堡没有一个不是干瘪没料难以下咽的,0,双重否定,Normal,美食餐饮,True
这部剧的抠图特效真绝，观众都快把眼睛捐了,0,反讽,Negative_Ironic,影视娱乐,True
这位客服的应对能力真强，问啥都回那几句官方套话,0,反讽,Negative_Ironic,生活服务,True
"老板您可太""贴心""，给的小笼包一口一个还塞不住牙缝。",0,反讽,Negative_Ironic,美食餐饮,True
真服了这位维修师傅，修个热水器把水管给弄裂了,0,反讽,Negative_Ironic,生活服务,True
商场人挤人乱糟糟的，但我还是买到心仪的高跟鞋。,1,转折,Normal,购物消费,True
综艺首期播出后被骂无聊，后面的真实感打动了无数观众。,1,转折,Normal,影视娱乐,True
电影配乐很应景，台词却直白幼稚像小学生作文。,0,转折,Normal,影视娱乐,True
朋友圈评论了朋友的动态，半天没得到他的回复,0,转折,Normal,日常社交,True
粤菜馆的菜心没有一个食客不吐槽炒得发黄发苦的,0,双重否定,Normal,美食餐饮,True
外卖包装比较简单，可饭菜味道和堂食几乎没差别。,1,转折,Normal,美食餐饮,True
恨死这家厨具店了，这炒锅用四年都不粘，想换都没辙！,1,反讽,Positive_Ironic,购物消费,True
这酒店床硬得像石板，我居然一觉睡到大天亮哦～,1,反讽,Positive_Ironic,出行旅游,True
新出的国漫电影画面精美，角色塑造特别鲜活,1,简单句,Normal,影视娱乐,True
真烦啊，聚会太嗨了，我连卸妆的力气都没，直接倒头就睡！,1,反讽,Positive_Ironic,日常社交,True
微信群里有人总抬杠，聊啥内容都要反驳,0,简单句,Normal,日常社交,True
你家牛仔裤质量也太离谱，穿三年没破，想换新都找不到借口！,1,反讽,Positive_Ironic,购物消费,True
说好的专车接送却挤拼车，不得不说平台太不讲信用。,0,双重否定,Normal,出行旅游,True
不愧是5A景区，人多到我连景点大门都没看清。,0,反讽,Negative_Ironic,出行旅游,True
预订的酒店房间和宣传图完全不符,0,简单句,Normal,出行旅游,True
结局烂尾的热播剧没有一个追剧人不感到失望,0,双重否定,Normal,影视娱乐,True
选秀综艺里的这位新人唱跳实力太强圈粉了,1,简单句,Normal,影视娱乐,True
朋友借我的钱拖半年，我不是不催，催了也装糊涂,0,双重否定,Normal,日常社交,True
真头疼，打扫整个客厅就得花掉我一上午时间！,1,反讽,Positive_Ironic,日常社交,True
民宿老板太抠门，连免费自制酸梅汤都让我无限续杯～,1,反讽,Positive_Ironic,出行旅游,True
本来对跨界主持的爱豆没信心，结果他控场能力超强。,1,转折,Normal,影视娱乐,True
这件羽绒服也太讨厌了，穿四年都没钻绒，攒的钱都花不出去！,1,反讽,Positive_Ironic,购物消费,True
真头疼，你送礼这么大方，我都怕以后回不起礼！,1,反讽,Positive_Ironic,日常社交,True
过分了啊这砧板，砍三年都没裂，想换新款都没借口！,1,反讽,Positive_Ironic,购物消费,True
快递员取件时动作很麻利，包裹却被压得变形物品损坏,0,转折,Normal,生活服务,True
景区观光车真高效，等半小时坐三分钟就到终点啦～,0,反讽,Negative_Ironic,出行旅游,True
外卖路上遇到堵车，结果还是准时送到且餐品温热,1,转折,Normal,生活服务,True
这件针织衫看起来显臃肿，但上身意外显瘦遮肉,1,转折,Normal,购物消费,True
tony老师给我烫的羊毛卷造型真的太好看了,1,简单句,Normal,生活服务,True
这古装剧服化道太还原，我以为穿越到了现代时装周,0,反讽,Negative_Ironic,影视娱乐,True
这综艺花絮比正片好看，正片全是剪碎的无聊片段,0,反讽,Negative_Ironic,影视娱乐,True
螺蛳粉酸得发苦，这正宗味儿我可太爱了！,0,反讽,Negative_Ironic,美食餐饮,True
这把菜刀太过分，用四年都没钝，换厨具的机会都没有！,1,反讽,Positive_Ironic,购物消费,True
盼着去张家界看奇峰怪石，却遇暴雨导致多数景点封闭,0,转折,Normal,出行旅游,True
烦死了，找个充电线都得在屋子里转三圈！,1,反讽,Positive_Ironic,日常社交,True
美容项目等待超久，做完后皮肤却变得细腻又光滑,1,转折,Normal,生活服务,True
脱口秀新人的段子低俗无聊，一点都不好笑,0,简单句,Normal,影视娱乐,True
纵使盘山公路绕得我头晕恶心，山顶的雾凇却美得像童话,1,转折,Normal,出行旅游,True
商场的促销活动折扣力度真的很大,1,简单句,Normal,购物消费,True
每次和他打交道，没有一件事不让人想吐槽他的墨迹,0,双重否定,Normal,日常社交,True
这小糊剧真烦人，看完我到处找同好，聊到嗓子哑！,1,反讽,Positive_Ironic,影视娱乐,True
你可太会节约了，出门从不带钱包总让别人付钱,0,反讽,Negative_Ironic,日常社交,True
民宿隔音差整夜被吵，不能不吐槽住宿体验太差,0,双重否定,Normal,出行旅游,True
美甲师能不能手下留情！做得这么好看我都舍不得干家务了！,1,反讽,Positive_Ironic,生活服务,True
这次凑单买的护手霜滋润度完全超出预期,1,简单句,Normal,购物消费,True
这家民宿可真贴近自然，窗户关不严风直往里灌,0,反讽,Negative_Ironic,出行旅游,True
你们这群损友，聚会玩这么疯，我现在还缓不过劲儿来呢！,1,反讽,Positive_Ironic,日常社交,True
某古装剧历史还原度太高，查史书发现全是瞎编,0,反讽,Negative_Ironic,影视娱乐,True
快递小哥直接把包裹送到了我家门口太贴心,1,简单句,Normal,生活服务,True
仙侠剧的五毛特效太假，看得尴尬到抠脚,0,简单句,Normal,影视娱乐,True
网购的床单有明显污渍，没理由不找客服维权退货,0,双重否定,Normal,购物消费,True
酒店的WiFi真快，我刷个短视频都要缓冲十分钟,0,反讽,Negative_Ironic,出行旅游,True
鞋子款式看起来很百搭，实际穿上磨脚得没法走路,0,转折,Normal,购物消费,True
网购时担心易碎品会坏，收到后发现包装严实牢固,1,转折,Normal,购物消费,True
这客服回复可真及时，每次都是自动复制粘贴的内容,0,反讽,Negative_Ironic,生活服务,True
菜单定价看起来偏高，实则分量足够两个人吃饱吃好。,1,转折,Normal,美食餐饮,True
这蒸蛋真嫩滑，嫩到没一点盐味得自己调味,0,反讽,Negative_Ironic,美食餐饮,True
帮我带饭的同事超贴心，我不能不给她带杯奶茶回礼,1,双重否定,Normal,日常社交,True
家政维修乱加价，不能不让人觉得被坑了,0,双重否定,Normal,生活服务,True
"这份鸭血粉丝汤真""清淡""，除了鸭血味儿，粉丝和汤都没味儿。",0,反讽,Negative_Ironic,美食餐饮,True
发朋友圈吐槽工作，不小心被直属领导看到了,0,简单句,Normal,日常社交,True
心心念念去稻城亚丁看雪山，却遇连阴雨没见着半片雪影,0,转折,Normal,出行旅游,True
行程表上的精华景点全被砍掉，不得不说旅行社太坑人。,0,双重否定,Normal,出行旅游,True
真愁人，房子大得连Wi-Fi都要装三个，费钱又麻烦！,1,反讽,Positive_Ironic,日常社交,True
刚收到的手机壳尺寸偏小根本装不上,0,简单句,Normal,购物消费,True
这部家庭剧前期琐碎，后面亲情线却暖心又催泪。,1,转折,Normal,影视娱乐,True
朋友答应帮我带东西结果完全忘了,0,简单句,Normal,日常社交,True
古镇民宿真有特色，隔壁情侣吵架吵到我彻夜未眠～,0,反讽,Negative_Ironic,出行旅游,True
这档综艺的注水环节不得不让我快进跳过一整段,0,双重否定,Normal,影视娱乐,True
你们美甲店是不想让我干活吗？做得这么好看，啥都不敢碰！,1,反讽,Positive_Ironic,生活服务,True
这部爱情片的三观崩塌不能不让人看得怒火中烧,0,双重否定,Normal,影视娱乐,True
网红海景酒店真贴心，半夜断电让我体验烛光浪漫呢～,0,反讽,Negative_Ironic,出行旅游,True
这趟跟团游的强制购物，不得不说真的让人闹心,0,双重否定,Normal,出行旅游,True
维修空调的师傅收费没有不让我觉得离谱,0,双重否定,Normal,生活服务,True
螺蛳粉臭得街坊回头，这才是柳州正宗风味啊,1,反讽,Positive_Ironic,美食餐饮,True
"楼下粥铺的八宝粥真""实在""，找遍碗就着两颗红豆和花生。",0,反讽,Negative_Ironic,美食餐饮,True
西餐厅的牛排煎得过老，咬开全是筋,0,简单句,Normal,美食餐饮,True
理发师用的护发素效果好，头发顺滑很多,1,简单句,Normal,生活服务,True
以为小众古镇没什么看点，却挖到了几家手作超棒的文创店,1,转折,Normal,出行旅游,True
网购图片显示是纯棉材质，到手却是廉价化纤料,0,转折,Normal,购物消费,True
榴莲披萨臭得我捂鼻子，果然是顶级猫山王,1,反讽,Positive_Ironic,美食餐饮,True
这维修小哥可真能干，修完加湿器连雾都出不来了,0,反讽,Negative_Ironic,生活服务,True
这瓶香水味道真高级，闻起来像劣质花露水,0,反讽,Negative_Ironic,购物消费,True
治愈系短剧的温暖内核不会不让人感到心头一暖,1,双重否定,Normal,影视娱乐,True
和你通完电话后，我没有一丝不感到情绪被慢慢抚平,1,双重否定,Normal,日常社交,True
同事在会议上抢了我的功劳真的很生气,0,简单句,Normal,日常社交,True
订了带泳池的海景民宿，可泳池水浑浊不堪根本没法下,0,转折,Normal,出行旅游,True
短视频预告吊足胃口，正片内容完全货不对板。,0,转折,Normal,影视娱乐,True
糖水铺的红豆沙太稀，像是兑了半壶水,0,简单句,Normal,美食餐饮,True
这家线下女装店的连衣裙款式都戳中我的喜好,1,简单句,Normal,购物消费,True
不愧是金牌维修师，修烤箱把密封条都给扯坏了,0,反讽,Negative_Ironic,生活服务,True
网购的儿童绘本印刷精良，不得不说完全符合预期,1,双重否定,Normal,购物消费,True
这洗发水洗一次就头痒，去屑能力超强呀~,0,反讽,Negative_Ironic,购物消费,True
这部历史剧的严谨考据不得不让历史学者认可,1,双重否定,Normal,影视娱乐,True
粤式早茶的虾饺馅少得可怜，全是皮,0,简单句,Normal,美食餐饮,True
小笼包的皮比馅还厚，这是卖包子还是卖面皮,0,反讽,Negative_Ironic,美食餐饮,True
理发师硬推销办卡，没有不让人反感的理由,0,双重否定,Normal,生活服务,True
外卖送的酸梅汤够冰，没有不让人解暑解热的功效,1,双重否定,Normal,生活服务,True
古镇商家强行拉客，整体游览体验特别差,0,简单句,Normal,出行旅游,True
这件外套也太讨厌了，穿五年都没起球变色，攒的钱花不出去！,1,反讽,Positive_Ironic,购物消费,True
这保洁阿姨可‘懒’了，把我家卫生死角都擦得一尘不染！,1,反讽,Positive_Ironic,生活服务,True
这部剧开篇被吐槽滤镜太重，后面剧情紧凑让人欲罢不能。,1,转折,Normal,影视娱乐,True
高铁晚点四小时没通知，不得不对高铁站的服务无语了。,0,双重否定,Normal,出行旅游,True
这屋子宽敞得离谱，晚上起夜都要摸好久的灯开关！,1,反讽,Positive_Ironic,日常社交,True
你家的拖鞋也太烦人，穿两年都没开胶，想换可爱款都找不到理由！,1,反讽,Positive_Ironic,购物消费,True
飞机遭遇强气流颠簸，不能不让人感到恐慌害怕。,0,双重否定,Normal,出行旅游,True
导演拍的戏太戳心，我看完后情绪缓了好久，还想看！,1,反讽,Positive_Ironic,影视娱乐,True
坐的大巴半路抛锚三小时，不能不吐槽这次出行倒霉透顶。,0,双重否定,Normal,出行旅游,True
网购的耳机有杂音音质特别差,0,简单句,Normal,购物消费,True
之前还期待和新朋友见面，结果对方临时改期说有事要忙。,0,转折,Normal,日常社交,True
恶意炒CP的综艺不会不引发观众的反感抵触,0,双重否定,Normal,影视娱乐,True
这部电影的彩蛋太惊喜，看完才发现是下一部预告片,0,反讽,Negative_Ironic,影视娱乐,True
跟爱抬杠的人聊天，我不能不觉得心累又无奈,0,双重否定,Normal,日常社交,True
你可真过分，送这么贵的手表，我都不好意思戴出门！,1,反讽,Positive_Ironic,日常社交,True
这款羊毛围巾柔软保暖，不能不令怕冷的人爱不释手,1,双重否定,Normal,购物消费,True
网购的床上用品说是纯棉，实际摸起来像化纤面料。,0,转折,Normal,购物消费,True
快递速度真快，跨省件发了八天，比平邮还慢！,0,反讽,Negative_Ironic,生活服务,True
烤串香得流口水，我再也不想吃别家的了！,1,反讽,Positive_Ironic,美食餐饮,True
校园剧青春感拉满，剧情却老俗到全是套路。,0,转折,Normal,影视娱乐,True
老板你真烦人，做的衬衫这么耐穿不变形，我都没法买新的花衬衫了！,1,反讽,Positive_Ironic,购物消费,True
刚看电影开头觉得沉闷，后半段的高能剧情让人直呼过瘾。,1,转折,Normal,影视娱乐,True
高铁的餐食真美味，我吃了两口就再也咽不下去了,0,反讽,Negative_Ironic,出行旅游,True
演员的代入感太强，我跟着剧中人又哭又笑，折腾死了！,1,反讽,Positive_Ironic,影视娱乐,True
烦死了，客厅大得有回音，我喊家人都要提高音量！,1,反讽,Positive_Ironic,日常社交,True
这个水壶太过分，用五年都不漏水，换颜值款的理由都找不到！,1,反讽,Positive_Ironic,购物消费,True
哪怕爬山累得想放弃，峰顶的呐喊回声却让我成就感拉满,1,转折,Normal,出行旅游,True
网购的床单被套有明显的污渍痕迹,0,简单句,Normal,购物消费,True
这连衣裙洗一次就掉色，真不愧是网红爆款呢！,0,反讽,Negative_Ironic,购物消费,True
线下超市的临期牛奶没贴标识，差点误买,0,简单句,Normal,购物消费,True
这粥熬得真清淡，我得就着咸菜才能咽下去,0,反讽,Negative_Ironic,美食餐饮,True
老牌乐队的综艺首秀没有一个粉丝不激动到尖叫,1,双重否定,Normal,影视娱乐,True
尽管长途大巴颠簸得胃难受，戈壁的胡杨林却惊艳到失语,1,转折,Normal,出行旅游,True
发小记得我所有的小喜好真的很让人感动,1,简单句,Normal,日常社交,True
理发店等待五十分钟，发型师剪的效果完全符合我预期,1,转折,Normal,生活服务,True
山顶寺庙真灵验，烧个香被诱导捐了五百块功德～,0,反讽,Negative_Ironic,出行旅游,True
这部剧开头节奏明快，中间突然插入大量回忆杀拖沓无比。,0,转折,Normal,影视娱乐,True
这双雪地靴能不能别这么耐用？穿三年都没破，没法买加绒时尚款了！,1,反讽,Positive_Ironic,购物消费,True
行程天天早出晚归没休息，不得不说这趟旅行太累人了。,0,双重否定,Normal,出行旅游,True
以为绿皮火车卫生差，结果车厢保洁员每隔一小时就打扫一次,1,转折,Normal,出行旅游,True
真庆幸来这知名景区，挤得我连路牌上的字都看不清。,0,反讽,Negative_Ironic,出行旅游,True
宣传说是现炒家常菜，实则用预制菜加热敷衍顾客。,0,转折,Normal,美食餐饮,True
圆通快递的暴力分拣不能不让我担忧,0,双重否定,Normal,生活服务,True
烧烤店的烤茄子没有哪个顾客不说蒜茸是变味的,0,双重否定,Normal,美食餐饮,True
重庆火锅店的牛油锅底没有食客不说够味地道的,1,双重否定,Normal,美食餐饮,True
高铁晚点两小时彻底打乱了旅游计划,0,简单句,Normal,出行旅游,True
民宿的原生态体验真足，连个像样的镜子都找不到。,0,反讽,Negative_Ironic,出行旅游,True
航班准点起飞让人开心，可机舱里的空调冷得直打哆嗦,0,转折,Normal,出行旅游,True
你家的袜子质量差到离谱，穿半年都没洞，愁死我了！,1,反讽,Positive_Ironic,购物消费,True
这部治愈系电影的细节不会不戳中每个打工人的心,1,双重否定,Normal,影视娱乐,True
动画短片画风粗糙，角色动作生硬不流畅,0,简单句,Normal,影视娱乐,True
快递员的放驿站不通知不能不让我反感,0,双重否定,Normal,生活服务,True
这维修师傅可真细心，修电视把遥控器电池槽都掰断了,0,反讽,Negative_Ironic,生活服务,True
农家乐的炒青菜炒得发苦，盐放多了,0,简单句,Normal,美食餐饮,True
电影开头节奏偏慢，进入主线后剧情紧凑全程高能。,1,转折,Normal,影视娱乐,True
订的民宿半夜断热水，不能不怀疑商家的责任心,0,双重否定,Normal,出行旅游,True
妈妈做的红烧肉带公司，没有同事不夸味道正宗的,1,双重否定,Normal,日常社交,True
谁让你把美甲做得这么好看的！现在我连系鞋带都得格外小心！,1,反讽,Positive_Ironic,生活服务,True
本来担心说真话会得罪人，朋友反而夸我真诚靠谱,1,转折,Normal,日常社交,True
景区指引牌真清晰，我绕了三圈还没找到出口在哪,0,反讽,Negative_Ironic,出行旅游,True
现烤的吐司面包，没人不说硬得像啃压缩饼干,0,双重否定,Normal,美食餐饮,True
获奖的动画电影的立意没有一个影评人不高度评价,1,双重否定,Normal,影视娱乐,True
租车时被莫名加收服务费，不能不吐槽这家租赁店太黑。,0,双重否定,Normal,出行旅游,True
太虐了，私教这么严格，我肌肉都明显紧实了，烦死人！,1,反讽,Positive_Ironic,生活服务,True
虽说坐长途车晕车吐了，海边的鲜鱼与晚风却抚平了不适,1,转折,Normal,出行旅游,True
以为冬季去海南人会很多，却在陵水找到了人少的冲浪点,1,转折,Normal,出行旅游,True
同事可真“大方”，蹭了我半个月的饭连瓶水都不买,0,反讽,Negative_Ironic,日常社交,True
老板心真黑，做的行李箱这么耐摔，我都没法换带智能轮的新款了！,1,反讽,Positive_Ironic,购物消费,True
太过分了，送这么高端的护肤品，我之前的平价货都没法用了！,1,反讽,Positive_Ironic,日常社交,True
